# == pyFAI calibration ==
# Distance Sample to Detector: 0.3075 m
# PONI: 6.384e-02, 3.947e-02 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 307.500 mm
# Center: x=526.252, y=851.258 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.5406e-10 m
# Mask applied: provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ./integrated_1000bins.dat
#       q_nm^-1              I           sigma 
  5.177921e+00    9.734854e-04   8.230528e-04
  5.187660e+00    1.218505e-03   9.209430e-04
  5.197400e+00    3.526900e-04   4.954790e-04
  5.207140e+00    1.417845e-03   1.000551e-03
  5.216879e+00    4.555022e-04   5.710529e-04
  5.226619e+00    6.441332e-04   6.820136e-04
  5.236359e+00    1.360444e-03   9.947229e-04
  5.246098e+00    4.294171e-04   5.605665e-04
  5.255838e+00    5.701659e-04   6.477074e-04
  5.265578e+00    9.085088e-04   8.196246e-04
  5.275317e+00    1.383600e-03   1.013809e-03
  5.285057e+00    1.504360e-03   1.059391e-03
  5.294796e+00    8.574751e-04   8.014414e-04
  5.304536e+00    1.619145e-04   3.489251e-04
  5.314276e+00    5.875247e-04   6.658506e-04
  5.324015e+00    1.490121e-04   3.359245e-04
  5.333755e+00    9.458783e-04   8.477012e-04
  5.343495e+00    2.081077e-03   1.259394e-03
  5.353234e+00    1.808218e-04   3.718081e-04
  5.362974e+00    1.022374e-03   8.853340e-04
  5.372714e+00    1.846849e-03   1.191616e-03
  5.382453e+00    3.692403e-04   5.335634e-04
  5.392193e+00    7.932938e-04   7.830415e-04
  5.401933e+00    1.677103e-03   1.140053e-03
  5.411672e+00    2.249698e-03   1.321985e-03
  5.421412e+00    2.695442e-03   1.448822e-03
  5.431151e+00    9.676910e-04   8.691001e-04
  5.440891e+00    9.471617e-04   8.608087e-04
  5.450631e+00    8.993425e-04   8.397213e-04
  5.460370e+00    9.013468e-04   8.415627e-04
  5.470110e+00    1.852811e-03   1.207844e-03
  5.479850e+00    2.293363e-03   1.345158e-03
  5.489589e+00    1.734428e-03   1.171021e-03
  5.499329e+00    3.265864e-04   5.086314e-04
  5.509069e+00    2.288966e-04   4.262045e-04
  5.518808e+00    5.948237e-04   6.877133e-04
  5.528548e+00    1.401003e-04   3.340583e-04
  5.538287e+00    6.865300e-04   7.401472e-04
  5.548027e+00    6.471223e-04   7.192294e-04
  5.557767e+00    2.313704e-04   4.304415e-04
  5.567506e+00    6.169049e-04   7.033997e-04
  5.577246e+00    2.496552e-03   1.416186e-03
  5.586986e+00    2.340735e-03   1.372477e-03
  5.596725e+00    1.368342e-03   1.050123e-03
  5.606465e+00    1.810853e-03   1.209018e-03
  5.616205e+00    1.262208e-03   1.010149e-03
  5.625944e+00    2.472222e-03   1.414730e-03
  5.635684e+00    2.887863e-03   1.530179e-03
  5.645424e+00    2.250155e-03   1.351682e-03
  5.655163e+00    2.055756e-03   1.292853e-03
  5.664903e+00    2.985449e-03   1.559118e-03
  5.674642e+00    2.889812e-03   1.534979e-03
  5.684382e+00    5.899802e-04   6.940125e-04
  5.694122e+00    5.693174e-04   6.822217e-04
  5.703861e+00    0.000000e+00   0.000000e+00
  5.713601e+00    6.504372e-04   7.301076e-04
  5.723341e+00    2.193837e-04   4.243031e-04
  5.733080e+00    0.000000e+00   0.000000e+00
  5.742820e+00    0.000000e+00   0.000000e+00
  5.752560e+00    2.085766e-04   4.144405e-04
  5.762299e+00    1.157003e-03   9.766992e-04
  5.772039e+00    1.309477e-03   1.039653e-03
  5.781778e+00    8.700892e-04   8.479661e-04
  5.791518e+00    7.615724e-04   7.935196e-04
  5.801258e+00    1.186475e-03   9.901101e-04
  5.810997e+00    2.139622e-03   1.329017e-03
  5.820737e+00    1.782560e-03   1.212542e-03
  5.830477e+00    2.344730e-04   4.395824e-04
  5.840216e+00    0.000000e+00   0.000000e+00
  5.849956e+00    3.541441e-05   1.706711e-04
  5.859696e+00    6.200965e-04   7.138861e-04
  5.869435e+00    2.456902e-04   4.491589e-04
  5.879175e+00    6.531806e-04   7.319878e-04
  5.888915e+00    4.144121e-04   5.827742e-04
  5.898654e+00    6.512391e-04   7.302403e-04
  5.908394e+00    0.000000e+00   0.000000e+00
  5.918133e+00    1.527632e-03   1.117300e-03
  5.927873e+00    1.083951e-03   9.407646e-04
  5.937613e+00    0.000000e+00   0.000000e+00
  5.947352e+00    3.975680e-04   5.691414e-04
  5.957092e+00    4.708577e-04   6.191180e-04
  5.966832e+00    2.724158e-04   4.706554e-04
  5.976571e+00    5.944642e-04   6.948900e-04
  5.986311e+00    9.205741e-04   8.640365e-04
  5.996051e+00    1.287447e-03   1.021254e-03
  6.005790e+00    5.931817e-04   6.927875e-04
  6.015530e+00    1.329509e-03   1.036548e-03
  6.025269e+00    4.142022e-04   5.782348e-04
  6.035009e+00    6.370689e-04   7.167304e-04
  6.044749e+00    3.709472e-04   5.465712e-04
  6.054488e+00    4.891345e-04   6.272805e-04
  6.064228e+00    0.000000e+00   0.000000e+00
  6.073968e+00    5.106617e-04   6.401701e-04
  6.083707e+00    1.317108e-03   1.027518e-03
  6.093447e+00    7.437981e-04   7.717262e-04
  6.103187e+00    2.879023e-04   4.798031e-04
  6.112926e+00    8.093424e-04   8.040229e-04
  6.122666e+00    6.064892e-04   6.956010e-04
  6.132406e+00    1.060213e-05   9.191426e-05
  6.142145e+00    1.478084e-03   1.084640e-03
  6.151885e+00    2.211684e-04   4.193248e-04
  6.161624e+00    0.000000e+00   0.000000e+00
  6.171364e+00    0.000000e+00   0.000000e+00
  6.181104e+00    0.000000e+00   0.000000e+00
  6.190843e+00    8.096010e-04   8.022694e-04
  6.200583e+00    8.957550e-04   8.441903e-04
  6.210323e+00    0.000000e+00   0.000000e+00
  6.220062e+00    0.000000e+00   0.000000e+00
  6.229802e+00    2.567327e-05   1.430280e-04
  6.239542e+00    6.164200e-04   7.010933e-04
  6.249281e+00    4.562477e-04   6.033332e-04
  6.259021e+00    2.138719e-03   1.306633e-03
  6.268760e+00    1.286083e-03   1.013559e-03
  6.278500e+00    2.022559e-03   1.271326e-03
  6.288240e+00    2.456394e-03   1.401449e-03
  6.297979e+00    1.295350e-03   1.018020e-03
  6.307719e+00    0.000000e+00   0.000000e+00
  6.317459e+00    0.000000e+00   0.000000e+00
  6.327198e+00    0.000000e+00   0.000000e+00
  6.336938e+00    0.000000e+00   0.000000e+00
  6.346678e+00    0.000000e+00   0.000000e+00
  6.356417e+00    2.179397e-04   4.181683e-04
  6.366157e+00    9.887596e-04   8.909403e-04
  6.375897e+00    5.217036e-04   6.473569e-04
  6.385636e+00    0.000000e+00   0.000000e+00
  6.395376e+00    5.344508e-04   6.554844e-04
  6.405115e+00    1.471333e-03   1.087840e-03
  6.414855e+00    1.040704e-03   9.151403e-04
  6.424595e+00    2.428079e-03   1.398139e-03
  6.434334e+00    1.518438e-03   1.105854e-03
  6.444074e+00    8.144748e-04   8.101570e-04
  6.453814e+00    0.000000e+00   0.000000e+00
  6.463553e+00    3.230029e-04   5.103646e-04
  6.473293e+00    9.218638e-04   8.624051e-04
  6.483033e+00    1.263748e-03   1.009977e-03
  6.492772e+00    1.038442e-04   2.895910e-04
  6.502512e+00    1.526805e-03   1.110508e-03
  6.512251e+00    3.294163e-03   1.631655e-03
  6.521991e+00    1.718639e-03   1.178731e-03
  6.531731e+00    1.195470e-03   9.832925e-04
  6.541470e+00    9.004705e-04   8.535680e-04
  6.551210e+00    9.602976e-05   2.788092e-04
  6.560950e+00    0.000000e+00   0.000000e+00
  6.570689e+00    2.620001e-04   4.606553e-04
  6.580429e+00    1.027651e-03   9.125110e-04
  6.590169e+00    9.781370e-04   8.904301e-04
  6.599908e+00    3.627569e-04   5.423849e-04
  6.609648e+00    0.000000e+00   0.000000e+00
  6.619388e+00    0.000000e+00   0.000000e+00
  6.629127e+00    4.011936e-04   5.706339e-04
  6.638867e+00    4.782269e-04   6.231816e-04
  6.648606e+00    0.000000e+00   0.000000e+00
  6.658346e+00    1.551786e-04   3.550740e-04
  6.668086e+00    6.314617e-04   7.164185e-04
  6.677825e+00    1.758054e-04   3.780897e-04
  6.687565e+00    7.487265e-04   7.803411e-04
  6.697305e+00    2.525103e-04   4.532608e-04
  6.707044e+00    6.825065e-04   7.452658e-04
  6.716784e+00    1.706339e-04   3.727037e-04
  6.726524e+00    2.334820e-03   1.378843e-03
  6.736263e+00    1.290005e-03   1.025136e-03
  6.746003e+00    6.261674e-04   7.142959e-04
  6.755742e+00    0.000000e+00   0.000000e+00
  6.765482e+00    1.781862e-04   3.811300e-04
  6.775222e+00    7.061606e-04   7.588918e-04
  6.784961e+00    2.019174e-06   4.058800e-05
  6.794701e+00    0.000000e+00   0.000000e+00
  6.804441e+00    4.097312e-04   5.782712e-04
  6.814180e+00    4.783448e-04   6.249588e-04
  6.823920e+00    6.222806e-04   7.128425e-04
  6.833660e+00    1.501518e-03   1.107517e-03
  6.843399e+00    2.018478e-03   1.284198e-03
  6.853139e+00    2.181632e-03   1.335322e-03
  6.862879e+00    2.318954e-03   1.376853e-03
  6.872618e+00    9.774506e-04   8.940312e-04
  6.882358e+00    8.113629e-04   8.146089e-04
  6.892097e+00    1.141352e-03   9.663139e-04
  6.901837e+00    4.566195e-04   6.112581e-04
  6.911577e+00    1.095211e-03   9.467589e-04
  6.921316e+00    1.980948e-03   1.273527e-03
  6.931056e+00    3.882209e-05   1.783067e-04
  6.940796e+00    1.078688e-03   9.399347e-04
  6.950535e+00    1.903460e-03   1.248743e-03
  6.960275e+00    2.708034e-03   1.489625e-03
  6.970015e+00    1.775070e-03   1.206182e-03
  6.979754e+00    5.874714e-04   6.939733e-04
  6.989494e+00    0.000000e+00   0.000000e+00
  6.999233e+00    0.000000e+00   0.000000e+00
  7.008973e+00    0.000000e+00   0.000000e+00
  7.018713e+00    7.345491e-04   7.762834e-04
  7.028452e+00    1.768577e-03   1.204700e-03
  7.038192e+00    9.627958e-04   8.889468e-04
  7.047932e+00    1.219122e-03   1.000386e-03
  7.057671e+00    6.691820e-04   7.412758e-04
  7.067411e+00    3.392458e-05   1.669200e-04
  7.077151e+00    0.000000e+00   0.000000e+00
  7.086890e+00    0.000000e+00   0.000000e+00
  7.096630e+00    6.892592e-04   7.525516e-04
  7.106370e+00    2.112592e-04   4.167002e-04
  7.116109e+00    0.000000e+00   0.000000e+00
  7.125849e+00    4.318324e-04   5.958202e-04
  7.135588e+00    2.488866e-03   1.430512e-03
  7.145328e+00    1.514285e-03   1.115954e-03
  7.155068e+00    1.737758e-03   1.195547e-03
  7.164807e+00    4.267248e-04   5.924773e-04
  7.174547e+00    9.583680e-04   8.879821e-04
  7.184287e+00    5.650061e-04   6.818795e-04
  7.194026e+00    2.385706e-05   1.401116e-04
  7.203766e+00    1.955406e-03   1.268691e-03
  7.213506e+00    2.030278e-03   1.292793e-03
  7.223245e+00    1.055435e-03   9.322468e-04
  7.232985e+00    1.675132e-03   1.174475e-03
  7.242724e+00    5.007694e-04   6.422394e-04
  7.252464e+00    6.116493e-04   7.097998e-04
  7.262204e+00    2.948206e-04   4.928316e-04
  7.271943e+00    6.208346e-05   2.261611e-04
  7.281683e+00    6.519211e-04   7.329162e-04
  7.291423e+00    6.523159e-04   7.332192e-04
  7.301162e+00    1.251310e-03   1.015566e-03
  7.310902e+00    9.230781e-04   8.723257e-04
  7.320642e+00    9.137233e-05   2.744860e-04
  7.330381e+00    0.000000e+00   0.000000e+00
  7.340121e+00    6.646071e-04   7.402889e-04
  7.349861e+00    2.449704e-04   4.495070e-04
  7.359600e+00    3.990620e-04   5.737057e-04
  7.369340e+00    5.113116e-04   6.494522e-04
  7.379079e+00    0.000000e+00   0.000000e+00
  7.388819e+00    2.203253e-04   4.263316e-04
  7.398559e+00    6.645840e-04   7.405455e-04
  7.408298e+00    5.916463e-04   6.987457e-04
  7.418038e+00    1.822029e-03   1.226226e-03
  7.427778e+00    3.492702e-04   5.369843e-04
  7.437517e+00    0.000000e+00   0.000000e+00
  7.447257e+00    0.000000e+00   0.000000e+00
  7.456997e+00    0.000000e+00   0.000000e+00
  7.466736e+00    0.000000e+00   0.000000e+00
  7.476476e+00    2.066867e-04   4.131123e-04
  7.486215e+00    6.585263e-04   7.374613e-04
  7.495955e+00    5.505905e-04   6.743285e-04
  7.505695e+00    9.277764e-04   8.753952e-04
  7.515434e+00    1.613914e-03   1.154625e-03
  7.525174e+00    6.181924e-04   7.146380e-04
  7.534914e+00    1.591057e-03   1.146468e-03
  7.544653e+00    1.157523e-03   9.779991e-04
  7.554393e+00    1.431464e-03   1.087525e-03
  7.564133e+00    4.019520e-04   5.763557e-04
  7.573872e+00    2.600217e-04   4.635382e-04
  7.583612e+00    6.574549e-04   7.371047e-04
  7.593352e+00    3.925004e-05   1.801025e-04
  7.603091e+00    7.523258e-04   7.885530e-04
  7.612831e+00    1.204199e-03   9.976358e-04
  7.622570e+00    7.597040e-04   7.925231e-04
  7.632310e+00    0.000000e+00   0.000000e+00
  7.642050e+00    5.006134e-04   6.432894e-04
  7.651789e+00    4.189388e-04   5.885706e-04
  7.661529e+00    0.000000e+00   0.000000e+00
  7.671269e+00    1.079739e-04   2.987714e-04
  7.681008e+00    7.366056e-04   7.804590e-04
  7.690748e+00    3.005207e-04   4.984788e-04
  7.700488e+00    2.009589e-03   1.289106e-03
  7.710227e+00    1.979161e-03   1.279371e-03
  7.719967e+00    3.935029e-04   5.704984e-04
  7.729706e+00    3.684897e-04   5.520154e-04
  7.739446e+00    5.537294e-04   6.767577e-04
  7.749186e+00    0.000000e+00   0.000000e+00
  7.758925e+00    0.000000e+00   0.000000e+00
  7.768665e+00    0.000000e+00   0.000000e+00
  7.778405e+00    4.019276e-04   5.765781e-04
  7.788144e+00    5.216681e-04   6.568915e-04
  7.797884e+00    0.000000e+00   0.000000e+00
  7.807624e+00    5.750271e-04   6.896663e-04
  7.817363e+00    2.132042e-03   1.327982e-03
  7.827103e+00    1.480096e-03   1.106546e-03
  7.836843e+00    7.907934e-04   8.088330e-04
  7.846582e+00    9.159739e-04   8.704544e-04
  7.856322e+00    1.462634e-03   1.100019e-03
  7.866061e+00    4.320753e-05   1.890813e-04
  7.875801e+00    0.000000e+00   0.000000e+00
  7.885541e+00    9.961672e-04   9.078023e-04
  7.895280e+00    9.202780e-04   8.725909e-04
  7.905020e+00    1.242703e-03   1.013909e-03
  7.914760e+00    1.280526e-03   1.029288e-03
  7.924499e+00    1.949870e-04   4.016769e-04
  7.934239e+00    0.000000e+00   0.000000e+00
  7.943979e+00    0.000000e+00   0.000000e+00
  7.953718e+00    0.000000e+00   0.000000e+00
  7.963458e+00    5.923740e-04   7.000388e-04
  7.973197e+00    3.363138e-04   5.275091e-04
  7.982937e+00    1.227684e-03   1.007759e-03
  7.992677e+00    2.939352e-03   1.559426e-03
  8.002416e+00    8.699843e-04   8.483896e-04
  8.012156e+00    5.394237e-04   6.680258e-04
  8.021896e+00    6.801269e-04   7.501012e-04
  8.031635e+00    2.501176e-04   4.549102e-04
  8.041375e+00    0.000000e+00   0.000000e+00
  8.051115e+00    8.329327e-05   2.624780e-04
  8.060854e+00    8.014197e-04   8.142449e-04
  8.070594e+00    4.648334e-05   1.961009e-04
  8.080334e+00    0.000000e+00   0.000000e+00
  8.090073e+00    0.000000e+00   0.000000e+00
  8.099813e+00    0.000000e+00   0.000000e+00
  8.109552e+00    0.000000e+00   0.000000e+00
  8.119292e+00    0.000000e+00   0.000000e+00
  8.129032e+00    7.080810e-04   7.652644e-04
  8.138771e+00    5.451567e-04   6.714529e-04
  8.148511e+00    1.802840e-03   1.221097e-03
  8.158251e+00    6.772160e-04   7.484111e-04
  8.167990e+00    0.000000e+00   0.000000e+00
  8.177730e+00    0.000000e+00   0.000000e+00
  8.187470e+00    0.000000e+00   0.000000e+00
  8.197209e+00    0.000000e+00   0.000000e+00
  8.206949e+00    2.214334e-04   4.278686e-04
  8.216688e+00    7.135623e-04   7.681076e-04
  8.226428e+00    0.000000e+00   0.000000e+00
  8.236168e+00    0.000000e+00   0.000000e+00
  8.245907e+00    0.000000e+00   0.000000e+00
  8.255647e+00    0.000000e+00   0.000000e+00
  8.265387e+00    3.757981e-05   1.762394e-04
  8.275126e+00    6.972549e-04   7.591637e-04
  8.284866e+00    2.016421e-04   4.082660e-04
  8.294606e+00    8.736650e-05   2.687007e-04
  8.304345e+00    6.951147e-04   7.579584e-04
  8.314085e+00    1.546996e-04   3.575735e-04
  8.323825e+00    0.000000e+00   0.000000e+00
  8.333564e+00    0.000000e+00   0.000000e+00
  8.343304e+00    0.000000e+00   0.000000e+00
  8.353043e+00    0.000000e+00   0.000000e+00
  8.362783e+00    0.000000e+00   0.000000e+00
  8.372523e+00    9.141802e-04   9.424292e-04
  8.382262e+00    1.272456e-03   1.123992e-03
  8.392002e+00    1.116213e-03   1.063315e-03
  8.401742e+00    1.115355e-03   1.073015e-03
  8.411481e+00    1.496307e-04   3.965388e-04
  8.421221e+00    0.000000e+00   0.000000e+00
  8.430961e+00    0.000000e+00   0.000000e+00
  8.440700e+00    0.000000e+00   0.000000e+00
  8.450440e+00    0.000000e+00   0.000000e+00
  8.460179e+00    0.000000e+00   0.000000e+00
  8.469919e+00    0.000000e+00   0.000000e+00
  8.479659e+00    0.000000e+00   0.000000e+00
  8.489398e+00    0.000000e+00   0.000000e+00
  8.499138e+00    1.048827e-03   1.124593e-03
  8.508878e+00    1.807937e-03   1.486943e-03
  8.518617e+00    1.173774e-03   1.206279e-03
  8.528357e+00    1.615620e-04   4.506395e-04
  8.538097e+00    0.000000e+00   0.000000e+00
  8.547836e+00    1.256654e-03   1.273599e-03
  8.557576e+00    6.370655e-03   2.886850e-03
  8.567316e+00    1.012097e-02   3.662699e-03
  8.577055e+00    7.262252e-03   3.123042e-03
  8.586795e+00    7.464896e-04   1.007906e-03
  8.596534e+00    0.000000e+00   0.000000e+00
  8.606274e+00    0.000000e+00   0.000000e+00
  8.616014e+00    0.000000e+00   0.000000e+00
  8.625753e+00    0.000000e+00   0.000000e+00
  8.635493e+00    9.459971e-04   1.171870e-03
  8.645233e+00    7.267586e-04   1.033803e-03
  8.654972e+00    5.841454e-04   9.327328e-04
  8.664712e+00    1.138674e-03   1.310933e-03
  8.674452e+00    0.000000e+00   0.000000e+00
  8.684191e+00    7.264905e-04   1.060482e-03
  8.693931e+00    1.385063e-03   1.473985e-03
  8.703670e+00    1.475651e-03   1.531371e-03
  8.713410e+00    2.424923e-05   1.975873e-04
  8.723150e+00    0.000000e+00   0.000000e+00
  8.732889e+00    0.000000e+00   0.000000e+00
  8.742629e+00    2.540484e-04   6.521228e-04
  8.752369e+00    1.490419e-03   1.589930e-03
  8.762108e+00    2.054081e-04   5.941878e-04
  8.771848e+00    0.000000e+00   0.000000e+00
  8.781588e+00    0.000000e+00   0.000000e+00
  8.791327e+00    0.000000e+00   0.000000e+00
  8.801067e+00    0.000000e+00   0.000000e+00
  8.810807e+00    0.000000e+00   0.000000e+00
  8.820546e+00    0.000000e+00   0.000000e+00
  8.830286e+00    0.000000e+00   0.000000e+00
  8.840025e+00    0.000000e+00   0.000000e+00
  8.849765e+00    0.000000e+00   0.000000e+00
  8.859505e+00    1.512024e-04   5.455452e-04
  8.869244e+00    1.749171e-03   1.868691e-03
  8.878984e+00    4.079754e-04   9.089949e-04
  8.888724e+00    0.000000e+00   0.000000e+00
  8.898463e+00    0.000000e+00   0.000000e+00
  8.908203e+00    0.000000e+00   0.000000e+00
  8.917943e+00    0.000000e+00   0.000000e+00
  8.927682e+00    0.000000e+00   0.000000e+00
  8.937422e+00    0.000000e+00   0.000000e+00
  8.947161e+00    0.000000e+00   0.000000e+00
  8.956901e+00    0.000000e+00   0.000000e+00
  8.966641e+00    0.000000e+00   0.000000e+00
  8.976380e+00    0.000000e+00   0.000000e+00
  8.986120e+00    0.000000e+00   0.000000e+00
  8.995860e+00    0.000000e+00   0.000000e+00
  9.005599e+00    0.000000e+00   0.000000e+00
  9.015339e+00    0.000000e+00   0.000000e+00
  9.025079e+00    0.000000e+00   0.000000e+00
  9.034818e+00    0.000000e+00   0.000000e+00
  9.044558e+00    0.000000e+00   0.000000e+00
  9.054298e+00    8.123250e-04   1.473842e-03
  9.064037e+00    2.335329e-03   2.521137e-03
  9.073777e+00    0.000000e+00   0.000000e+00
  9.083516e+00    0.000000e+00   0.000000e+00
  9.093256e+00    0.000000e+00   0.000000e+00
  9.102996e+00    0.000000e+00   0.000000e+00
  9.112735e+00    2.271210e-03   2.599318e-03
  9.122475e+00    1.213457e-03   1.917635e-03
  9.132215e+00    0.000000e+00   0.000000e+00
  9.141954e+00    0.000000e+00   0.000000e+00
  9.151694e+00    0.000000e+00   0.000000e+00
  9.161434e+00    0.000000e+00   0.000000e+00
  9.171173e+00    0.000000e+00   0.000000e+00
  9.180913e+00    0.000000e+00   0.000000e+00
  9.190652e+00    0.000000e+00   0.000000e+00
  9.200392e+00    0.000000e+00   0.000000e+00
  9.210132e+00    0.000000e+00   0.000000e+00
  9.219871e+00    0.000000e+00   0.000000e+00
  9.229611e+00    0.000000e+00   0.000000e+00
  9.239351e+00    0.000000e+00   0.000000e+00
  9.249090e+00    0.000000e+00   0.000000e+00
  9.258830e+00    0.000000e+00   0.000000e+00
  9.268570e+00    0.000000e+00   0.000000e+00
  9.278309e+00    0.000000e+00   0.000000e+00
  9.288049e+00    2.108741e-03   3.041392e-03
  9.297789e+00    3.108239e-03   3.741167e-03
  9.307528e+00    5.876091e-04   1.647830e-03
  9.317268e+00    4.240994e-03   4.489033e-03
  9.327007e+00    7.437323e-04   1.906181e-03
  9.336747e+00    0.000000e+00   0.000000e+00
  9.346487e+00    2.143935e-03   3.330757e-03
  9.356226e+00    4.049117e-03   4.647506e-03
  9.365966e+00    0.000000e+00   0.000000e+00
  9.375706e+00    0.000000e+00   0.000000e+00
  9.385445e+00    0.000000e+00   0.000000e+00
  9.395185e+00    0.000000e+00   0.000000e+00
  9.404925e+00    0.000000e+00   0.000000e+00
  9.414664e+00    0.000000e+00   0.000000e+00
  9.424404e+00    1.329808e-03   3.000633e-03
  9.434143e+00    6.244889e-03   6.629082e-03
  9.443883e+00    6.802453e-04   2.232739e-03
  9.453623e+00    0.000000e+00   0.000000e+00
  9.463362e+00    6.901109e-03   7.424341e-03
  9.473102e+00    2.623864e-03   4.682753e-03
  9.482842e+00    0.000000e+00   0.000000e+00
  9.492581e+00    0.000000e+00   0.000000e+00
  9.502321e+00    0.000000e+00   0.000000e+00
  9.512061e+00    0.000000e+00   0.000000e+00
  9.521800e+00    0.000000e+00   0.000000e+00
  9.531540e+00    0.000000e+00   0.000000e+00
  9.541280e+00    0.000000e+00   0.000000e+00
  9.551019e+00    0.000000e+00   0.000000e+00
  9.560759e+00    0.000000e+00   0.000000e+00
  9.570498e+00    0.000000e+00   0.000000e+00
  9.580238e+00    0.000000e+00   0.000000e+00
  9.589978e+00    0.000000e+00   0.000000e+00
  9.599717e+00    0.000000e+00   0.000000e+00
  9.609457e+00    0.000000e+00   0.000000e+00
  9.619197e+00    0.000000e+00   0.000000e+00
  9.628936e+00    0.000000e+00   0.000000e+00
  9.638676e+00    0.000000e+00   0.000000e+00
  9.648416e+00    0.000000e+00   0.000000e+00
  9.658155e+00    0.000000e+00   0.000000e+00
  9.667895e+00    0.000000e+00   0.000000e+00
  9.677634e+00    0.000000e+00   0.000000e+00
  9.687374e+00    0.000000e+00   0.000000e+00
  9.697114e+00    0.000000e+00   0.000000e+00
  9.706853e+00    0.000000e+00   0.000000e+00
  9.716593e+00    0.000000e+00   0.000000e+00
  9.726333e+00    0.000000e+00   0.000000e+00
  9.736072e+00    0.000000e+00   0.000000e+00
