# == pyFAI calibration ==
# Distance Sample to Detector: 0.3075 m
# PONI: 6.384e-02, 3.947e-02 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 307.500 mm
# Center: x=526.252, y=851.258 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.5406e-10 m
# Mask applied: provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ./integrated_1000bins.dat
#       q_nm^-1              I           sigma 
  8.243018e-01    5.030498e-03   4.444278e-03
  8.340414e-01    4.248754e-03   4.060429e-03
  8.437810e-01    2.782397e-03   3.266750e-03
  8.535207e-01    5.763331e-03   4.674567e-03
  8.632603e-01    8.779972e-03   5.736892e-03
  8.730000e-01    8.920887e-03   5.750298e-03
  8.827396e-01    7.589730e-03   5.274348e-03
  8.924792e-01    7.580665e-03   5.241763e-03
  9.022189e-01    4.645374e-03   4.081028e-03
  9.119585e-01    3.197005e-03   3.367323e-03
  9.216982e-01    5.962174e-03   4.574044e-03
  9.314378e-01    4.134933e-03   3.789133e-03
  9.411774e-01    4.275962e-03   3.833140e-03
  9.509171e-01    8.174120e-03   5.272447e-03
  9.606567e-01    3.179637e-03   3.271599e-03
  9.703964e-01    2.240662e-03   2.732480e-03
  9.801360e-01    2.912980e-03   3.099968e-03
  9.898756e-01    3.660069e-03   3.457653e-03
  9.996153e-01    6.592951e-04   1.460268e-03
  1.009355e+00    3.383817e-03   3.292208e-03
  1.019095e+00    5.493757e-03   4.174662e-03
  1.028834e+00    3.190629e-03   3.166300e-03
  1.038574e+00    6.597011e-04   1.432933e-03
  1.048313e+00    5.977873e-03   4.293310e-03
  1.058053e+00    2.613006e-03   2.825356e-03
  1.067793e+00    0.000000e+00   0.000000e+00
  1.077532e+00    3.528633e-04   1.028765e-03
  1.087272e+00    4.754245e-03   3.759227e-03
  1.097012e+00    1.593649e-03   2.166736e-03
  1.106751e+00    9.938763e-03   5.386959e-03
  1.116491e+00    6.205466e-03   4.237951e-03
  1.126231e+00    2.301873e-03   2.569844e-03
  1.135970e+00    7.319579e-03   4.562680e-03
  1.145710e+00    1.037251e-02   5.408246e-03
  1.155450e+00    7.366606e-03   4.538349e-03
  1.165189e+00    4.647577e-03   3.589590e-03
  1.174929e+00    4.199327e-03   3.397829e-03
  1.184668e+00    4.515114e-03   3.508682e-03
  1.194408e+00    4.807833e-03   3.605774e-03
  1.204148e+00    3.747035e-03   3.170224e-03
  1.213887e+00    2.122285e-03   2.376225e-03
  1.223627e+00    3.911830e-03   3.213142e-03
  1.233367e+00    1.510822e-03   1.988918e-03
  1.243106e+00    2.163990e-03   2.370925e-03
  1.252846e+00    2.037015e-03   2.291299e-03
  1.262586e+00    1.114666e-03   1.688341e-03
  1.272325e+00    3.588036e-03   3.017457e-03
  1.282065e+00    6.414713e-03   4.019154e-03
  1.291804e+00    2.089254e-03   2.285008e-03
  1.301544e+00    1.849166e-03   2.141599e-03
  1.311284e+00    1.573087e-03   1.967856e-03
  1.321023e+00    1.138898e-03   1.668190e-03
  1.330763e+00    5.868973e-04   1.193084e-03
  1.340503e+00    2.470265e-03   2.438784e-03
  1.350242e+00    1.820637e-03   2.086077e-03
  1.359982e+00    4.228356e-03   3.167591e-03
  1.369722e+00    2.971166e-03   2.645680e-03
  1.379461e+00    1.672228e-03   1.977650e-03
  1.389201e+00    2.714034e-03   2.510551e-03
  1.398941e+00    4.298158e-03   3.148310e-03
  1.408680e+00    4.669083e-03   3.269877e-03
  1.418420e+00    6.326483e-03   3.793039e-03
  1.428159e+00    9.403515e-03   4.608450e-03
  1.437899e+00    7.074903e-03   3.984807e-03
  1.447639e+00    2.502407e-03   2.363009e-03
  1.457378e+00    8.272809e-04   1.353072e-03
  1.467118e+00    1.384887e-03   1.744723e-03
  1.476858e+00    1.790265e-03   1.977092e-03
  1.486597e+00    4.233615e-03   3.030299e-03
  1.496337e+00    4.697913e-03   3.181644e-03
  1.506077e+00    6.360264e-03   3.689901e-03
  1.515816e+00    7.178084e-03   3.907245e-03
  1.525556e+00    8.632694e-03   4.271078e-03
  1.535295e+00    4.462848e-03   3.061079e-03
  1.545035e+00    5.812299e-03   3.482237e-03
  1.554775e+00    1.035657e-02   4.633537e-03
  1.564514e+00    9.147743e-03   4.341039e-03
  1.574254e+00    6.531056e-03   3.656536e-03
  1.583994e+00    6.969864e-03   3.765625e-03
  1.593733e+00    8.677728e-03   4.188747e-03
  1.603473e+00    1.078666e-02   4.655758e-03
  1.613213e+00    5.537021e-03   3.325484e-03
  1.622952e+00    5.965714e-03   3.441339e-03
  1.632692e+00    1.020728e-02   4.487773e-03
  1.642432e+00    6.874355e-03   3.671888e-03
  1.652171e+00    6.393474e-03   3.530542e-03
  1.661911e+00    8.270996e-03   4.003717e-03
  1.671650e+00    5.597491e-03   3.283977e-03
  1.681390e+00    2.332205e-03   2.113546e-03
  1.691130e+00    2.158504e-03   2.027395e-03
  1.700869e+00    3.418662e-03   2.544046e-03
  1.710609e+00    4.280792e-03   2.838632e-03
  1.720349e+00    1.847031e-03   1.859239e-03
  1.730088e+00    1.919599e-03   1.890024e-03
  1.739828e+00    9.131141e-04   1.299828e-03
  1.749568e+00    1.234860e-03   1.507341e-03
  1.759307e+00    2.954865e-03   2.325135e-03
  1.769047e+00    5.759170e-03   3.237037e-03
  1.778786e+00    6.915211e-03   3.537253e-03
  1.788526e+00    2.331138e-03   2.048090e-03
  1.798266e+00    2.503127e-05   2.116424e-04
  1.808005e+00    2.261277e-03   2.006118e-03
  1.817745e+00    5.006383e-03   2.976889e-03
  1.827485e+00    3.434778e-03   2.459106e-03
  1.837224e+00    1.713069e-03   1.731996e-03
  1.846964e+00    1.148046e-03   1.414068e-03
  1.856704e+00    2.165121e-03   1.936781e-03
  1.866443e+00    1.689696e-03   1.706447e-03
  1.876183e+00    4.020940e-04   8.302431e-04
  1.885923e+00    2.940819e-03   2.239306e-03
  1.895662e+00    4.467732e-03   2.752917e-03
  1.905402e+00    4.490154e-03   2.752644e-03
  1.915141e+00    5.339456e-03   2.993971e-03
  1.924881e+00    4.143877e-03   2.630783e-03
  1.934621e+00    6.536516e-03   3.295661e-03
  1.944360e+00    8.391140e-03   3.724565e-03
  1.954100e+00    6.767351e-03   3.336373e-03
  1.963840e+00    6.239272e-03   3.195498e-03
  1.973579e+00    7.826416e-04   1.128929e-03
  1.983319e+00    0.000000e+00   0.000000e+00
  1.993059e+00    1.122851e-03   1.345475e-03
  2.002798e+00    1.615439e-03   1.609858e-03
  2.012538e+00    1.862971e-03   1.724543e-03
  2.022277e+00    3.870085e-03   2.479533e-03
  2.032017e+00    4.377129e-03   2.630528e-03
  2.041757e+00    5.547397e-03   2.954205e-03
  2.051496e+00    4.731047e-03   2.721609e-03
  2.061236e+00    3.613443e-03   2.372805e-03
  2.070976e+00    5.395147e-03   2.892428e-03
  2.080715e+00    4.828643e-03   2.729854e-03
  2.090455e+00    4.339111e-03   2.581643e-03
  2.100195e+00    3.477354e-03   2.305668e-03
  2.109934e+00    2.480840e-03   1.942879e-03
  2.119674e+00    6.602627e-03   3.162212e-03
  2.129414e+00    2.471227e-03   1.930109e-03
  2.139153e+00    0.000000e+00   0.000000e+00
  2.148893e+00    5.079500e-04   8.709921e-04
  2.158632e+00    1.918320e-03   1.688747e-03
  2.168372e+00    2.650828e-03   1.980627e-03
  2.178112e+00    5.420035e-03   2.825653e-03
  2.187851e+00    7.428268e-03   3.300502e-03
  2.197591e+00    6.830021e-03   3.157655e-03
  2.207331e+00    5.779577e-03   2.898165e-03
  2.217070e+00    6.780999e-03   3.132214e-03
  2.226810e+00    1.100139e-03   1.258815e-03
  2.236550e+00    2.195286e-03   1.774236e-03
  2.246289e+00    3.501264e-03   2.235739e-03
  2.256029e+00    3.488917e-03   2.226871e-03
  2.265768e+00    3.848346e-03   2.333644e-03
  2.275508e+00    4.598428e-03   2.545382e-03
  2.285248e+00    3.557614e-03   2.234832e-03
  2.294987e+00    3.148741e-03   2.097843e-03
  2.304727e+00    6.021706e-03   2.893903e-03
  2.314467e+00    5.155023e-03   2.671816e-03
  2.324206e+00    2.129386e-03   1.713519e-03
  2.333946e+00    1.942493e-03   1.633117e-03
  2.343686e+00    5.146296e-04   8.387927e-04
  2.353425e+00    1.616494e-03   1.483472e-03
  2.363165e+00    3.047424e-03   2.032569e-03
  2.372905e+00    1.852365e-03   1.581367e-03
  2.382644e+00    3.172992e-03   2.065347e-03
  2.392384e+00    2.814821e-03   1.941251e-03
  2.402123e+00    6.077271e-04   9.001504e-04
  2.411863e+00    8.940271e-04   1.089507e-03
  2.421603e+00    2.537256e-03   1.831664e-03
  2.431342e+00    2.049083e-03   1.642640e-03
  2.441082e+00    9.230789e-04   1.100244e-03
  2.450822e+00    3.119692e-03   2.018559e-03
  2.460561e+00    5.159360e-03   2.590628e-03
  2.470301e+00    2.739436e-03   1.883911e-03
  2.480041e+00    3.401242e-03   2.094965e-03
  2.489780e+00    7.943655e-04   1.010405e-03
  2.499520e+00    1.492239e-03   1.382094e-03
  2.509259e+00    1.109239e-03   1.189234e-03
  2.518999e+00    1.801721e-03   1.512653e-03
  2.528739e+00    1.055111e-03   1.155275e-03
  2.538478e+00    1.234438e-03   1.247146e-03
  2.548218e+00    3.127779e-03   1.981298e-03
  2.557958e+00    2.957510e-03   1.922851e-03
  2.567697e+00    7.492536e-04   9.659611e-04
  2.577437e+00    4.218044e-04   7.233434e-04
  2.587177e+00    2.587279e-03   1.788034e-03
  2.596916e+00    3.221770e-03   1.991461e-03
  2.606656e+00    3.847331e-03   2.172021e-03
  2.616396e+00    4.135916e-03   2.247743e-03
  2.626135e+00    1.889976e-03   1.516559e-03
  2.635875e+00    1.140340e-03   1.175779e-03
  2.645614e+00    4.072008e-04   7.012737e-04
  2.655354e+00    8.566343e-04   1.015234e-03
  2.665094e+00    3.784405e-04   6.735143e-04
  2.674833e+00    1.377192e-03   1.282433e-03
  2.684573e+00    1.546276e-03   1.356354e-03
  2.694313e+00    4.455661e-04   7.267482e-04
  2.704052e+00    1.727264e-03   1.428218e-03
  2.713792e+00    6.851149e-04   8.978520e-04
  2.723532e+00    2.475234e-03   1.703416e-03
  2.733271e+00    2.862089e-03   1.828357e-03
  2.743011e+00    1.136377e-03   1.149966e-03
  2.752750e+00    1.812369e-03   1.449613e-03
  2.762490e+00    3.115734e-03   1.897256e-03
  2.772230e+00    1.234207e-03   1.191930e-03
  2.781969e+00    1.351794e-03   1.245183e-03
  2.791709e+00    3.363682e-04   6.200087e-04
  2.801449e+00    1.321281e-03   1.226629e-03
  2.811188e+00    2.321925e-03   1.623170e-03
  2.820928e+00    1.844985e-03   1.444338e-03
  2.830668e+00    4.824971e-04   7.372924e-04
  2.840407e+00    1.327772e-03   1.220935e-03
  2.850147e+00    7.909945e-04   9.407041e-04
  2.859887e+00    2.220832e-03   1.573475e-03
  2.869626e+00    1.356454e-03   1.227573e-03
  2.879366e+00    3.214125e-03   1.886310e-03
  2.889105e+00    5.318459e-03   2.422273e-03
  2.898845e+00    4.970999e-03   2.337747e-03
  2.908585e+00    2.621934e-03   1.694877e-03
  2.918324e+00    3.313661e-03   1.902095e-03
  2.928064e+00    1.196999e-03   1.141247e-03
  2.937804e+00    6.215591e-04   8.209647e-04
  2.947543e+00    1.784923e-03   1.388849e-03
  2.957283e+00    2.022406e-03   1.475847e-03
  2.967023e+00    9.899775e-04   1.030825e-03
  2.976762e+00    1.119320e-03   1.094777e-03
  2.986502e+00    1.220279e-03   1.162990e-03
  2.996241e+00    2.276279e-03   1.607984e-03
  3.005981e+00    4.558447e-03   2.293881e-03
  3.015721e+00    4.037159e-03   2.172475e-03
  3.025460e+00    3.274273e-03   1.967002e-03
  3.035200e+00    2.447604e-03   1.708648e-03
  3.044940e+00    1.020061e-03   1.107677e-03
  3.054679e+00    2.076706e-04   5.017046e-04
  3.064419e+00    5.053314e-04   7.853227e-04
  3.074159e+00    7.408992e-04   9.540182e-04
  3.083898e+00    0.000000e+00   0.000000e+00
  3.093638e+00    0.000000e+00   0.000000e+00
  3.103378e+00    1.692465e-04   4.598531e-04
  3.113117e+00    2.211668e-03   1.666561e-03
  3.122857e+00    2.501511e-03   1.776685e-03
  3.132596e+00    2.017308e-03   1.599121e-03
  3.142336e+00    8.101715e-04   1.015636e-03
  3.152076e+00    2.007350e-04   5.065746e-04
  3.161815e+00    3.290757e-03   2.055204e-03
  3.171555e+00    2.352390e-03   1.741001e-03
  3.181295e+00    7.047579e-04   9.547024e-04
  3.191034e+00    4.738331e-04   7.841807e-04
  3.200774e+00    8.511169e-04   1.052819e-03
  3.210514e+00    7.731015e-04   1.005034e-03
  3.220253e+00    5.598912e-04   8.566950e-04
  3.229993e+00    0.000000e+00   0.000000e+00
  3.239732e+00    4.801457e-03   2.516324e-03
  3.249472e+00    6.596807e-03   2.953807e-03
  3.259212e+00    2.234271e-03   1.721463e-03
  3.268951e+00    1.007977e-03   1.157825e-03
  3.278691e+00    1.876833e-04   5.002920e-04
  3.288431e+00    6.164667e-04   9.078244e-04
  3.298170e+00    7.487966e-04   1.001809e-03
  3.307910e+00    0.000000e+00   0.000000e+00
  3.317650e+00    1.229056e-03   1.286539e-03
  3.327389e+00    2.484236e-03   1.831273e-03
  3.337129e+00    4.162425e-04   7.504595e-04
  3.346869e+00    1.086893e-03   1.202253e-03
  3.356608e+00    1.538990e-03   1.397266e-03
  3.366348e+00    1.310862e-05   1.273633e-04
  3.376087e+00    9.148694e-04   1.054241e-03
  3.385827e+00    1.912191e-03   1.512724e-03
  3.395567e+00    1.165787e-03   1.173471e-03
  3.405306e+00    1.975111e-03   1.518604e-03
  3.415046e+00    3.683876e-03   2.063108e-03
  3.424786e+00    1.215250e-03   1.179244e-03
  3.434525e+00    1.889236e-03   1.463696e-03
  3.444265e+00    2.482237e-03   1.670709e-03
  3.454005e+00    7.514674e-04   9.155844e-04
  3.463744e+00    6.695039e-04   8.609611e-04
  3.473484e+00    8.157337e-04   9.468914e-04
  3.483223e+00    1.605077e-04   4.185846e-04
  3.492963e+00    2.631268e-03   1.689066e-03
  3.502703e+00    3.984679e-03   2.071938e-03
  3.512442e+00    9.464109e-06   1.006659e-04
  3.522182e+00    0.000000e+00   0.000000e+00
  3.531922e+00    4.282326e-04   6.730895e-04
  3.541661e+00    1.509116e-03   1.260011e-03
  3.551401e+00    2.161108e-04   4.755046e-04
  3.561141e+00    1.125873e-03   1.082333e-03
  3.570880e+00    9.982467e-04   1.016500e-03
  3.580620e+00    2.174679e-04   4.731902e-04
  3.590360e+00    8.322395e-04   9.233797e-04
  3.600099e+00    7.850484e-04   8.945690e-04
  3.609839e+00    2.572657e-04   5.108760e-04
  3.619578e+00    7.959571e-04   8.964041e-04
  3.629318e+00    2.761483e-03   1.665776e-03
  3.639058e+00    1.584178e-03   1.258754e-03
  3.648797e+00    9.249139e-04   9.596081e-04
  3.658537e+00    1.163879e-03   1.074049e-03
  3.668277e+00    1.671747e-03   1.284365e-03
  3.678016e+00    1.841665e-03   1.345118e-03
  3.687756e+00    1.186104e-03   1.077145e-03
  3.697496e+00    2.951415e-03   1.695556e-03
  3.707235e+00    9.577934e-04   9.638592e-04
  3.716975e+00    2.365080e-03   1.511457e-03
  3.726714e+00    3.133711e-03   1.736249e-03
  3.736454e+00    1.621213e-03   1.246314e-03
  3.746194e+00    1.437384e-04   3.703608e-04
  3.755933e+00    1.869762e-04   4.215378e-04
  3.765673e+00    1.053279e-03   9.985750e-04
  3.775413e+00    1.055805e-03   9.978275e-04
  3.785152e+00    6.099310e-04   7.569360e-04
  3.794892e+00    4.621144e-05   2.079403e-04
  3.804632e+00    1.029122e-03   9.794556e-04
  3.814371e+00    8.356541e-04   8.809758e-04
  3.824111e+00    3.430793e-05   1.781625e-04
  3.833850e+00    1.216924e-03   1.059152e-03
  3.843590e+00    1.532080e-03   1.186238e-03
  3.853330e+00    2.456091e-03   1.499217e-03
  3.863069e+00    1.327502e-03   1.100218e-03
  3.872809e+00    2.276941e-05   1.438366e-04
  3.882549e+00    0.000000e+00   0.000000e+00
  3.892288e+00    0.000000e+00   0.000000e+00
  3.902028e+00    0.000000e+00   0.000000e+00
  3.911768e+00    0.000000e+00   0.000000e+00
  3.921507e+00    9.602215e-04   9.258757e-04
  3.931247e+00    8.727916e-04   8.812262e-04
  3.940987e+00    3.865433e-04   5.854299e-04
  3.950726e+00    5.236908e-04   6.802906e-04
  3.960466e+00    4.222091e-04   6.097781e-04
  3.970205e+00    7.834615e-04   8.292695e-04
  3.979945e+00    1.811713e-03   1.258955e-03
  3.989685e+00    5.869868e-04   7.154371e-04
  3.999424e+00    1.324873e-03   1.073029e-03
  4.009164e+00    2.047726e-03   1.331868e-03
  4.018904e+00    1.200295e-03   1.018010e-03
  4.028643e+00    7.734179e-04   8.158807e-04
  4.038383e+00    4.677567e-04   6.334507e-04
  4.048123e+00    1.039500e-03   9.428203e-04
  4.057862e+00    1.872825e-03   1.263487e-03
  4.067602e+00    1.072918e-03   9.548305e-04
  4.077341e+00    6.284434e-04   7.295921e-04
  4.087081e+00    1.848593e-04   3.951009e-04
  4.096821e+00    7.958884e-05   2.588189e-04
  4.106560e+00    1.505447e-03   1.123954e-03
  4.116300e+00    1.450024e-04   3.482917e-04
  4.126040e+00    4.911286e-05   2.023736e-04
  4.135779e+00    1.164002e-03   9.837607e-04
  4.145519e+00    1.258154e-03   1.021205e-03
  4.155259e+00    8.687883e-04   8.473206e-04
  4.164998e+00    8.081744e-05   2.580496e-04
  4.174738e+00    2.888152e-04   4.870451e-04
  4.184478e+00    1.963781e-03   1.268142e-03
  4.194217e+00    1.607571e-03   1.145697e-03
  4.203957e+00    1.089704e-03   9.418668e-04
  4.213696e+00    1.109792e-04   3.001380e-04
  4.223436e+00    1.024889e-03   9.107078e-04
  4.233176e+00    7.500498e-04   7.779701e-04
  4.242915e+00    1.184458e-03   9.761995e-04
  4.252655e+00    1.484238e-03   1.091170e-03
  4.262395e+00    1.206910e-03   9.825322e-04
  4.272134e+00    1.558325e-03   1.114839e-03
  4.281874e+00    9.423190e-04   8.656946e-04
  4.291614e+00    7.094002e-04   7.500299e-04
  4.301353e+00    1.202173e-03   9.749846e-04
  4.311093e+00    1.086222e-03   9.254388e-04
  4.320832e+00    4.015327e-04   5.618911e-04
  4.330572e+00    5.566459e-04   6.606111e-04
  4.340312e+00    1.595705e-03   1.116941e-03
  4.350051e+00    8.632048e-04   8.203565e-04
  4.359791e+00    3.886075e-04   5.496629e-04
  4.369531e+00    1.870128e-03   1.204106e-03
  4.379270e+00    2.376797e-03   1.355573e-03
  4.389010e+00    3.899339e-04   5.483245e-04
  4.398750e+00    5.890037e-04   6.729520e-04
  4.408489e+00    6.327540e-04   6.965301e-04
  4.418229e+00    1.737394e-03   1.152623e-03
  4.427969e+00    2.135790e-04   4.035886e-04
  4.437708e+00    6.500488e-04   7.030896e-04
  4.447448e+00    1.076257e-03   9.034917e-04
  4.457187e+00    6.000242e-04   6.736933e-04
  4.466927e+00    5.526475e-04   6.456639e-04
  4.476667e+00    2.606353e-04   4.428285e-04
  4.486406e+00    1.127607e-03   9.197980e-04
  4.496146e+00    2.904335e-03   1.474227e-03
  4.505886e+00    9.625810e-04   8.475930e-04
  4.515625e+00    9.486271e-04   8.403001e-04
  4.525365e+00    2.067932e-03   1.239006e-03
  4.535105e+00    1.115693e-03   9.089121e-04
  4.544844e+00    6.747417e-04   7.058861e-04
  4.554584e+00    4.556298e-04   5.792990e-04
  4.564323e+00    1.260307e-03   9.622042e-04
  4.574063e+00    9.242625e-04   8.229212e-04
  4.583803e+00    6.518929e-04   6.902289e-04
  4.593542e+00    4.529379e-05   1.816916e-04
  4.603282e+00    5.348620e-04   6.235773e-04
  4.613022e+00    6.080848e-04   6.640487e-04
  4.622761e+00    4.542984e-04   5.732233e-04
  4.632501e+00    6.157417e-04   6.665001e-04
  4.642241e+00    9.606233e-04   8.314030e-04
  4.651980e+00    6.690823e-04   6.929973e-04
  4.661720e+00    1.108366e-03   8.907971e-04
  4.671460e+00    6.269680e-04   6.691207e-04
  4.681199e+00    3.759858e-04   5.175304e-04
  4.690939e+00    1.185817e-03   9.178844e-04
  4.700678e+00    2.774347e-04   4.434408e-04
  4.710418e+00    2.604715e-04   4.291030e-04
  4.720158e+00    9.462118e-04   8.168514e-04
  4.729897e+00    1.168794e-03   9.067419e-04
  4.739637e+00    1.211235e-03   9.218801e-04
  4.749377e+00    2.006098e-03   1.184961e-03
  4.759116e+00    1.141356e-03   8.926914e-04
  4.768856e+00    1.231800e-03   9.262423e-04
  4.778596e+00    1.679351e-03   1.080161e-03
  4.788335e+00    1.390704e-03   9.817521e-04
  4.798075e+00    1.319379e-03   9.550605e-04
  4.807814e+00    7.273559e-04   7.082755e-04
  4.817554e+00    3.467984e-04   4.884452e-04
  4.827294e+00    2.151070e-03   1.215018e-03
  4.837033e+00    2.261620e-03   1.244345e-03
  4.846773e+00    1.315659e-03   9.479382e-04
  4.856513e+00    2.477307e-03   1.299190e-03
  4.866252e+00    1.223787e-03   9.120367e-04
  4.875992e+00    2.055064e-04   3.733023e-04
  4.885732e+00    4.194735e-04   5.326666e-04
  4.895471e+00    8.256662e-04   7.464428e-04
  4.905211e+00    2.429103e-03   1.278761e-03
  4.914951e+00    1.196456e-03   8.964189e-04
  4.924690e+00    5.226261e-05   1.871341e-04
  4.934430e+00    1.016529e-03   8.242819e-04
  4.944169e+00    2.433300e-03   1.273801e-03
  4.953909e+00    2.071148e-03   1.173836e-03
  4.963649e+00    7.464754e-04   7.038769e-04
  4.973388e+00    4.232390e-04   5.293676e-04
  4.983128e+00    2.701009e-04   4.235713e-04
  4.992868e+00    3.993798e-04   5.185487e-04
  5.002607e+00    1.234659e-03   9.148325e-04
  5.012347e+00    9.940458e-04   8.227669e-04
  5.022087e+00    6.090905e-04   6.451924e-04
  5.031826e+00    8.941320e-04   7.828186e-04
  5.041566e+00    7.618798e-04   7.234808e-04
  5.051305e+00    1.014899e-04   2.643304e-04
  5.061045e+00    5.081309e-04   5.919435e-04
  5.070785e+00    5.664001e-04   6.254194e-04
  5.080524e+00    6.298561e-04   6.599709e-04
  5.090264e+00    1.440753e-03   9.986856e-04
  5.100004e+00    1.062967e-03   8.582737e-04
  5.109743e+00    2.027229e-04   3.749669e-04
  5.119483e+00    5.134807e-04   5.969838e-04
  5.129223e+00    9.022987e-04   7.916149e-04
  5.138962e+00    7.086764e-04   7.017549e-04
  5.148702e+00    4.723175e-04   5.730231e-04
  5.158442e+00    4.773762e-04   5.761954e-04
  5.168181e+00    5.099262e-04   5.956217e-04
