# == pyFAI calibration ==
# Distance Sample to Detector: 0.3075 m
# PONI: 6.384e-02, 3.947e-02 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 307.500 mm
# Center: x=526.252, y=851.258 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.5406e-10 m
# Mask applied: provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ././XXXX2_EB_307mm/integrated_1000bins.dat
#       q_nm^-1              I           sigma 
  2.776169e-01    5.069786e-01   7.620157e-02
  2.873578e-01    3.307092e-01   6.051299e-02
  2.970987e-01    4.971807e-01   7.298439e-02
  3.068397e-01    4.681110e-01   6.970498e-02
  3.165806e-01    2.671445e-01   5.185491e-02
  3.263216e-01    1.045241e-01   3.195381e-02
  3.360625e-01    2.775621e-01   5.132259e-02
  3.458034e-01    1.927351e-01   4.217090e-02
  3.555444e-01    1.276621e-01   3.384376e-02
  3.652853e-01    1.249365e-01   3.303524e-02
  3.750263e-01    2.140483e-01   4.268203e-02
  3.847672e-01    2.366725e-01   4.431657e-02
  3.945082e-01    1.443092e-01   3.418005e-02
  4.042491e-01    1.402362e-01   3.328993e-02
  4.139900e-01    1.353971e-01   3.232873e-02
  4.237310e-01    2.003607e-01   3.887660e-02
  4.334719e-01    1.148861e-01   2.911004e-02
  4.432129e-01    6.977933e-02   2.243898e-02
  4.529538e-01    1.056184e-01   2.731001e-02
  4.626948e-01    1.806636e-01   3.534409e-02
  4.724357e-01    1.670297e-01   3.363570e-02
  4.821766e-01    1.613183e-01   3.272341e-02
  4.919176e-01    1.906732e-01   3.522564e-02
  5.016585e-01    1.700845e-01   3.294786e-02
  5.113995e-01    1.978614e-01   3.519975e-02
  5.211404e-01    8.453446e-02   2.279350e-02
  5.308813e-01    5.544559e-02   1.829104e-02
  5.406223e-01    7.140036e-02   2.057047e-02
  5.503632e-01    5.457892e-02   1.782600e-02
  5.601042e-01    1.442477e-02   9.084690e-03
  5.698451e-01    5.879393e-02   1.818531e-02
  5.795861e-01    7.703376e-03   6.527420e-03
  5.893270e-01    2.701375e-02   1.212269e-02
  5.990679e-01    2.738194e-02   1.210519e-02
  6.088089e-01    2.256749e-02   1.090188e-02
  6.185498e-01    4.662066e-02   1.554638e-02
  6.282908e-01    5.527009e-02   1.679653e-02
  6.380317e-01    5.315233e-02   1.634614e-02
  6.477727e-01    2.736895e-02   1.164164e-02
  6.575136e-01    8.093288e-03   6.283752e-03
  6.672545e-01    2.656926e-02   1.130257e-02
  6.769955e-01    0.000000e+00   0.000000e+00
  6.867364e-01    1.826716e-02   9.238716e-03
  6.964774e-01    4.181764e-02   1.388088e-02
  7.062183e-01    6.717398e-02   1.747143e-02
  7.159592e-01    7.697657e-02   1.857625e-02
  7.257002e-01    4.157760e-02   1.356083e-02
  7.354411e-01    2.156622e-02   9.702070e-03
  7.451821e-01    6.222390e-02   1.637231e-02
  7.549230e-01    5.080187e-02   1.469818e-02
  7.646640e-01    5.160960e-02   1.472036e-02
  7.744049e-01    1.361127e-02   7.512193e-03
  7.841458e-01    7.095673e-02   1.704563e-02
  7.938868e-01    1.452145e-02   7.663985e-03
  8.036277e-01    1.245916e-02   7.055861e-03
  8.133687e-01    4.367030e-02   1.313098e-02
  8.231096e-01    3.688140e-02   1.199589e-02
  8.328506e-01    3.124400e-02   1.097515e-02
  8.425915e-01    2.045005e-02   8.828016e-03
  8.523324e-01    3.490677e-02   1.146773e-02
  8.620734e-01    6.088835e-02   1.506020e-02
  8.718143e-01    6.385784e-02   1.533707e-02
  8.815553e-01    6.147754e-02   1.496539e-02
  8.912962e-01    4.949298e-02   1.335435e-02
  9.010371e-01    3.792690e-02   1.162711e-02
  9.107781e-01    1.981349e-02   8.358892e-03
  9.205190e-01    4.554633e-02   1.260633e-02
  9.302600e-01    2.913072e-02   1.002911e-02
  9.400009e-01    2.648057e-02   9.512442e-03
  9.497419e-01    5.855583e-02   1.407273e-02
  9.594828e-01    2.685702e-02   9.482267e-03
  9.692237e-01    1.652871e-02   7.401440e-03
  9.789647e-01    1.814302e-02   7.715815e-03
  9.887056e-01    2.993790e-02   9.862606e-03
  9.984466e-01    2.799966e-03   3.001443e-03
  1.008188e+00    2.226431e-02   8.422792e-03
  1.017928e+00    3.690076e-02   1.079150e-02
  1.027669e+00    2.907558e-02   9.533835e-03
  1.037410e+00    1.384453e-03   2.070573e-03
  1.047151e+00    3.990001e-02   1.106405e-02
  1.056892e+00    2.448850e-02   8.627855e-03
  1.066633e+00    2.162321e-04   8.070405e-04
  1.076374e+00    5.123111e-04   1.236532e-03
  1.086115e+00    3.183426e-02   9.703616e-03
  1.095856e+00    1.131552e-02   5.759582e-03
  1.105597e+00    6.413441e-02   1.365124e-02
  1.115338e+00    5.342834e-02   1.240543e-02
  1.125079e+00    1.436419e-02   6.404392e-03
  1.134820e+00    4.807508e-02   1.166606e-02
  1.144561e+00    7.421800e-02   1.443324e-02
  1.154302e+00    5.449807e-02   1.231569e-02
  1.164043e+00    3.682042e-02   1.008062e-02
  1.173784e+00    2.693201e-02   8.585514e-03
  1.183524e+00    3.261447e-02   9.409031e-03
  1.193265e+00    3.551801e-02   9.778689e-03
  1.203006e+00    2.897455e-02   8.796307e-03
  1.212747e+00    1.509834e-02   6.324086e-03
  1.222488e+00    2.931415e-02   8.776806e-03
  1.232229e+00    2.813279e-02   8.564072e-03
  1.241970e+00    1.543889e-02   6.319306e-03
  1.251711e+00    1.456377e-02   6.113626e-03
  1.261452e+00    7.985113e-03   4.509378e-03
  1.271193e+00    2.396197e-02   7.781490e-03
  1.280934e+00    4.578808e-02   1.071571e-02
  1.290675e+00    1.675701e-02   6.457961e-03
  1.300416e+00    1.322264e-02   5.715021e-03
  1.310157e+00    1.980513e-02   6.968235e-03
  1.319898e+00    1.867954e-02   6.741786e-03
  1.329639e+00    2.359377e-03   2.387184e-03
  1.339380e+00    1.798553e-02   6.566938e-03
  1.349120e+00    1.290906e-02   5.543339e-03
  1.358861e+00    2.763423e-02   8.081301e-03
  1.368602e+00    2.383699e-02   7.478779e-03
  1.378343e+00    1.197506e-02   5.281976e-03
  1.388084e+00    1.818029e-02   6.485223e-03
  1.397825e+00    2.924609e-02   8.196629e-03
  1.407566e+00    3.306222e-02   8.684727e-03
  1.417307e+00    4.290102e-02   9.858661e-03
  1.427048e+00    6.735513e-02   1.231058e-02
  1.436789e+00    5.260325e-02   1.084429e-02
  1.446530e+00    2.250941e-02   7.073927e-03
  1.456271e+00    4.433937e-03   3.126997e-03
  1.466012e+00    1.137995e-02   4.992233e-03
  1.475753e+00    2.039198e-02   6.660471e-03
  1.485494e+00    3.535373e-02   8.741002e-03
  1.495235e+00    3.278571e-02   8.389948e-03
  1.504976e+00    4.330383e-02   9.610913e-03
  1.514716e+00    4.853512e-02   1.014195e-02
  1.524457e+00    6.543148e-02   1.173790e-02
  1.534198e+00    3.324153e-02   8.339628e-03
  1.543939e+00    3.934400e-02   9.044011e-03
  1.553680e+00    7.193652e-02   1.219067e-02
  1.563421e+00    6.633788e-02   1.166995e-02
  1.573162e+00    4.900571e-02   9.998806e-03
  1.582903e+00    4.833431e-02   9.899238e-03
  1.592644e+00    6.004376e-02   1.099935e-02
  1.602385e+00    8.000974e-02   1.265833e-02
  1.612126e+00    4.132123e-02   9.069142e-03
  1.621867e+00    4.027454e-02   8.926469e-03
  1.631608e+00    6.949431e-02   1.169037e-02
  1.641349e+00    5.423851e-02   1.029698e-02
  1.651090e+00    4.335725e-02   9.178894e-03
  1.660831e+00    5.969552e-02   1.073861e-02
  1.670572e+00    4.287297e-02   9.073801e-03
  1.680313e+00    1.836846e-02   5.921917e-03
  1.690053e+00    1.484530e-02   5.308331e-03
  1.699794e+00    2.217781e-02   6.469355e-03
  1.709535e+00    3.347351e-02   7.925148e-03
  1.719276e+00    1.266096e-02   4.860084e-03
  1.729017e+00    1.590208e-02   5.431314e-03
  1.738758e+00    5.496988e-03   3.184239e-03
  1.748499e+00    8.664731e-03   3.986609e-03
  1.758240e+00    1.851443e-02   5.811132e-03
  1.767981e+00    3.939516e-02   8.453177e-03
  1.777722e+00    5.015539e-02   9.511626e-03
  1.787463e+00    2.159585e-02   6.224257e-03
  1.797204e+00    0.000000e+00   0.000000e+00
  1.806945e+00    1.315558e-02   4.831474e-03
  1.816686e+00    3.522348e-02   7.884333e-03
  1.826427e+00    2.608727e-02   6.766635e-03
  1.836168e+00    1.452277e-02   5.035193e-03
  1.845909e+00    6.215662e-03   3.285253e-03
  1.855649e+00    1.553901e-02   5.180694e-03
  1.865390e+00    1.297062e-02   4.720731e-03
  1.875131e+00    2.992515e-03   2.261557e-03
  1.884872e+00    1.783661e-02   5.506855e-03
  1.894613e+00    3.346993e-02   7.523979e-03
  1.904354e+00    2.981992e-02   7.083472e-03
  1.914095e+00    4.018038e-02   8.201324e-03
  1.923836e+00    2.945021e-02   7.003313e-03
  1.933577e+00    4.448382e-02   8.585268e-03
  1.943318e+00    5.955825e-02   9.908806e-03
  1.953059e+00    4.966136e-02   9.025358e-03
  1.962800e+00    4.727459e-02   8.783638e-03
  1.972541e+00    7.656718e-03   3.526140e-03
  1.982282e+00    0.000000e+00   0.000000e+00
  1.992023e+00    6.860197e-03   3.321085e-03
  2.001764e+00    1.188011e-02   4.359679e-03
  2.011505e+00    1.197093e-02   4.365564e-03
  2.021245e+00    2.723820e-02   6.569074e-03
  2.030986e+00    2.960530e-02   6.831920e-03
  2.040727e+00    3.977028e-02   7.899286e-03
  2.050468e+00    3.470586e-02   7.361439e-03
  2.060209e+00    2.669249e-02   6.440404e-03
  2.069950e+00    3.693653e-02   7.558031e-03
  2.079691e+00    3.594609e-02   7.438328e-03
  2.089432e+00    3.095880e-02   6.886744e-03
  2.099173e+00    2.636497e-02   6.340247e-03
  2.108914e+00    1.599702e-02   4.927099e-03
  2.118655e+00    4.594252e-02   8.330392e-03
  2.128396e+00    2.211891e-02   5.766791e-03
  2.138137e+00    1.635112e-04   4.946824e-04
  2.147878e+00    2.835327e-03   2.055119e-03
  2.157619e+00    1.240597e-02   4.289036e-03
  2.167360e+00    2.021243e-02   5.462143e-03
  2.177101e+00    3.466260e-02   7.136650e-03
  2.186842e+00    5.339304e-02   8.837428e-03
  2.196582e+00    4.933767e-02   8.476021e-03
  2.206323e+00    4.041737e-02   7.654417e-03
  2.216064e+00    5.050510e-02   8.537410e-03
  2.225805e+00    1.073176e-02   3.926720e-03
  2.235546e+00    1.391668e-02   4.461610e-03
  2.245287e+00    2.571696e-02   6.051722e-03
  2.255028e+00    2.370275e-02   5.797104e-03
  2.264769e+00    2.783705e-02   6.268655e-03
  2.274510e+00    3.237277e-02   6.745355e-03
  2.284251e+00    2.701896e-02   6.151013e-03
  2.293992e+00    2.025911e-02   5.315042e-03
  2.303733e+00    4.225162e-02   7.656308e-03
  2.313474e+00    3.934158e-02   7.372129e-03
  2.323215e+00    1.589755e-02   4.676318e-03
  2.332956e+00    1.554182e-02   4.613881e-03
  2.342697e+00    2.909571e-03   1.992058e-03
  2.352438e+00    1.087600e-02   3.843352e-03
  2.362178e+00    2.101089e-02   5.330725e-03
  2.371919e+00    1.431608e-02   4.390948e-03
  2.381660e+00    2.083158e-02   5.285571e-03
  2.391401e+00    2.179883e-02   5.395691e-03
  2.401142e+00    5.804079e-03   2.778460e-03
  2.410883e+00    5.602087e-03   2.724003e-03
  2.420624e+00    1.687053e-02   4.717435e-03
  2.430365e+00    1.575463e-02   4.549484e-03
  2.440106e+00    6.956792e-03   3.016985e-03
  2.449847e+00    2.010923e-02   5.118989e-03
  2.459588e+00    3.692941e-02   6.923029e-03
  2.469329e+00    2.034343e-02   5.127989e-03
  2.479070e+00    2.496618e-02   5.669429e-03
  2.488811e+00    6.597148e-03   2.908527e-03
  2.498552e+00    1.068846e-02   3.694756e-03
  2.508293e+00    7.525438e-03   3.094092e-03
  2.518034e+00    1.326494e-02   4.099774e-03
  2.527774e+00    7.619826e-03   3.101157e-03
  2.537515e+00    8.352528e-03   3.240469e-03
  2.547256e+00    2.128534e-02   5.162844e-03
  2.556997e+00    2.154461e-02   5.184076e-03
  2.566738e+00    7.229724e-03   2.997274e-03
  2.576479e+00    2.406843e-03   1.725978e-03
  2.586220e+00    1.591014e-02   4.429101e-03
  2.595961e+00    2.422263e-02   5.454562e-03
  2.605702e+00    2.559363e-02   5.596006e-03
  2.615443e+00    3.290612e-02   6.333269e-03
  2.625184e+00    1.289973e-02   3.957785e-03
  2.634925e+00    8.939612e-03   3.288518e-03
  2.644666e+00    2.919920e-03   1.875881e-03
  2.654407e+00    6.137471e-03   2.714549e-03
  2.664148e+00    2.661116e-03   1.784104e-03
  2.673889e+00    9.338803e-03   3.335932e-03
  2.683630e+00    1.165743e-02   3.720200e-03
  2.693370e+00    3.462042e-03   2.023629e-03
  2.703111e+00    1.141332e-02   3.667409e-03
  2.712852e+00    5.711151e-03   2.589553e-03
  2.722593e+00    1.578642e-02   4.297294e-03
  2.732334e+00    2.191242e-02   5.053713e-03
  2.742075e+00    8.388482e-03   3.121148e-03
  2.751816e+00    1.190229e-02   3.711028e-03
  2.761557e+00    2.288138e-02   5.136143e-03
  2.771298e+00    8.935265e-03   3.203786e-03
  2.781039e+00    1.028183e-02   3.430573e-03
  2.790780e+00    2.366985e-03   1.643037e-03
  2.800521e+00    8.851114e-03   3.171546e-03
  2.810262e+00    1.588655e-02   4.241439e-03
  2.820003e+00    1.464876e-02   4.065657e-03
  2.829744e+00    3.344286e-03   1.939128e-03
  2.839485e+00    9.462001e-03   3.256000e-03
  2.849226e+00    5.802288e-03   2.545248e-03
  2.858967e+00    1.471557e-02   4.046259e-03
  2.868707e+00    1.083103e-02   3.465340e-03
  2.878448e+00    2.036162e-02   4.743020e-03
  2.888189e+00    3.730234e-02   6.408646e-03
  2.897930e+00    3.664061e-02   6.340547e-03
  2.907671e+00    1.997367e-02   4.673343e-03
  2.917412e+00    2.350968e-02   5.061428e-03
  2.927153e+00    9.973967e-03   3.291099e-03
  2.936894e+00    4.519521e-03   2.211596e-03
  2.946635e+00    1.216121e-02   3.621667e-03
  2.956376e+00    1.450098e-02   3.948058e-03
  2.966117e+00    7.778761e-03   2.886729e-03
  2.975858e+00    7.442359e-03   2.818810e-03
  2.985599e+00    9.816573e-03   3.288454e-03
  2.995340e+00    1.375770e-02   3.944934e-03
  3.005081e+00    3.219907e-02   6.085115e-03
  3.014822e+00    2.914536e-02   5.826829e-03
  3.024563e+00    2.434754e-02   5.354688e-03
  3.034303e+00    1.814978e-02   4.645092e-03
  3.044044e+00    7.951763e-03   3.087607e-03
  3.053785e+00    2.072575e-03   1.582407e-03
  3.063526e+00    3.039581e-03   1.923004e-03
  3.073267e+00    5.882765e-03   2.684007e-03
  3.083008e+00    0.000000e+00   0.000000e+00
  3.092749e+00    0.000000e+00   0.000000e+00
  3.102490e+00    5.905146e-04   8.576348e-04
  3.112231e+00    1.393523e-02   4.176891e-03
  3.121972e+00    1.945274e-02   4.946902e-03
  3.131713e+00    1.412011e-02   4.224280e-03
  3.141454e+00    7.107535e-03   3.003608e-03
  3.151195e+00    4.147000e-04   7.270044e-04
  3.160936e+00    2.216793e-02   5.326133e-03
  3.170677e+00    1.864316e-02   4.893842e-03
  3.180418e+00    5.661005e-03   2.701687e-03
  3.190159e+00    2.786572e-03   1.898805e-03
  3.199899e+00    6.698612e-03   2.949122e-03
  3.209640e+00    4.921066e-03   2.531870e-03
  3.219381e+00    4.621752e-03   2.457642e-03
  3.229122e+00    0.000000e+00   0.000000e+00
  3.238863e+00    2.961057e-02   6.239463e-03
  3.248604e+00    4.867982e-02   8.011905e-03
  3.258345e+00    1.866749e-02   4.968458e-03
  3.268086e+00    7.215509e-03   3.093121e-03
  3.277827e+00    1.985510e-03   1.624749e-03
  3.287568e+00    3.809358e-03   2.253284e-03
  3.297309e+00    5.964068e-03   2.823089e-03
  3.307050e+00    0.000000e+00   0.000000e+00
  3.316791e+00    7.074067e-03   3.081949e-03
  3.326532e+00    1.825237e-02   4.956226e-03
  3.336273e+00    4.236812e-03   2.390664e-03
  3.346014e+00    6.591230e-03   2.962580e-03
  3.355755e+00    1.162684e-02   3.840663e-03
  3.365496e+00    6.656307e-04   9.072261e-04
  3.375236e+00    5.252627e-03   2.524692e-03
  3.384977e+00    1.427500e-02   4.130471e-03
  3.394718e+00    8.044780e-03   3.080432e-03
  3.404459e+00    1.261954e-02   3.835691e-03
  3.414200e+00    2.673148e-02   5.553173e-03
  3.423941e+00    1.037825e-02   3.443404e-03
  3.433682e+00    1.179825e-02   3.654772e-03
  3.443423e+00    1.949365e-02   4.678093e-03
  3.453164e+00    5.394530e-03   2.451073e-03
  3.462905e+00    4.801360e-03   2.303649e-03
  3.472646e+00    5.846949e-03   2.532903e-03
  3.482387e+00    1.649431e-03   1.340681e-03
  3.492128e+00    1.541652e-02   4.084880e-03
  3.501869e+00    3.141755e-02   5.812884e-03
  3.511610e+00    6.225686e-04   8.157547e-04
  3.521351e+00    0.000000e+00   0.000000e+00
  3.531092e+00    1.960005e-03   1.438746e-03
  3.540832e+00    1.145887e-02   3.468982e-03
  3.550573e+00    2.005034e-03   1.447079e-03
  3.560314e+00    7.046271e-03   2.705370e-03
  3.570055e+00    7.873420e-03   2.852206e-03
  3.579796e+00    1.316738e-03   1.163360e-03
  3.589537e+00    6.333142e-03   2.544978e-03
  3.599278e+00    5.286515e-03   2.319373e-03
  3.609019e+00    2.346060e-03   1.541384e-03
  3.618760e+00    4.806520e-03   2.200858e-03
  3.628501e+00    1.923633e-02   4.392656e-03
  3.638242e+00    1.279398e-02   3.574100e-03
  3.647983e+00    5.681746e-03   2.376280e-03
  3.657724e+00    8.897020e-03   2.967024e-03
  3.667465e+00    1.134144e-02   3.342377e-03
  3.677206e+00    1.315157e-02   3.591490e-03
  3.686947e+00    8.146658e-03   2.820530e-03
  3.696688e+00    2.131324e-02   4.552362e-03
  3.706428e+00    7.625575e-03   2.717384e-03
  3.716169e+00    1.595482e-02   3.922267e-03
  3.725910e+00    2.245681e-02   4.643838e-03
  3.735651e+00    1.257690e-02   3.468240e-03
  3.745392e+00    1.532119e-03   1.208122e-03
  3.755133e+00    9.386564e-04   9.436711e-04
  3.764874e+00    7.041143e-03   2.579543e-03
  3.774615e+00    8.016055e-03   2.747061e-03
  3.784356e+00    4.823366e-03   2.126811e-03
  3.794097e+00    0.000000e+00   0.000000e+00
  3.803838e+00    6.803550e-03   2.516239e-03
  3.813579e+00    6.887609e-03   2.527042e-03
  3.823320e+00    0.000000e+00   0.000000e+00
  3.833061e+00    8.008539e-03   2.714810e-03
  3.842802e+00    1.072973e-02   3.136633e-03
  3.852543e+00    1.708749e-02   3.951115e-03
  3.862284e+00    1.073550e-02   3.126165e-03
  3.872024e+00    6.509146e-04   7.684128e-04
  3.881765e+00    0.000000e+00   0.000000e+00
  3.891506e+00    0.000000e+00   0.000000e+00
  3.901247e+00    0.000000e+00   0.000000e+00
  3.910988e+00    0.000000e+00   0.000000e+00
  3.920729e+00    6.043488e-03   2.320855e-03
  3.930470e+00    7.091219e-03   2.509785e-03
  3.940211e+00    2.277703e-03   1.419940e-03
  3.949952e+00    4.244534e-03   1.935142e-03
  3.959693e+00    2.619673e-03   1.517660e-03
  3.969434e+00    5.643019e-03   2.223785e-03
  3.979175e+00    1.251878e-02   3.306686e-03
  3.988916e+00    5.047065e-03   2.096145e-03
  3.998657e+00    8.106679e-03   2.652163e-03
  4.008398e+00    1.489925e-02   3.589653e-03
  4.018139e+00    8.901580e-03   2.770126e-03
  4.027880e+00    6.401197e-03   2.345304e-03
  4.037621e+00    2.876644e-03   1.569630e-03
  4.047361e+00    7.228051e-03   2.484158e-03
  4.057102e+00    1.304571e-02   3.332027e-03
  4.066843e+00    8.359373e-03   2.663073e-03
  4.076584e+00    4.553587e-03   1.962360e-03
  4.086325e+00    1.673802e-03   1.187923e-03
  4.096066e+00    1.429767e-04   3.466271e-04
  4.105807e+00    1.036319e-02   2.946561e-03
  4.115548e+00    1.890269e-03   1.256560e-03
  4.125289e+00    1.234586e-05   1.013849e-04
  4.135030e+00    7.984640e-03   2.574501e-03
  4.144771e+00    9.046903e-03   2.736288e-03
  4.154512e+00    6.557619e-03   2.326054e-03
  4.164253e+00    9.124003e-04   8.663606e-04
  4.173994e+00    1.741785e-03   1.195166e-03
  4.183735e+00    1.325980e-02   3.292703e-03
  4.193476e+00    1.201968e-02   3.130329e-03
  4.203217e+00    8.038918e-03   2.556212e-03
  4.212957e+00    1.207924e-03   9.894261e-04
  4.222698e+00    6.689287e-03   2.324844e-03
  4.232439e+00    5.714827e-03   2.145786e-03
  4.242180e+00    8.143131e-03   2.557626e-03
  4.251921e+00    1.055508e-02   2.907647e-03
  4.261662e+00    8.725149e-03   2.639731e-03
  4.271403e+00    1.094721e-02   2.952621e-03
  4.281144e+00    7.297957e-03   2.407313e-03
  4.290885e+00    4.790857e-03   1.947636e-03
  4.300626e+00    8.618859e-03   2.608619e-03
  4.310367e+00    7.991617e-03   2.508353e-03
  4.320108e+00    3.304288e-03   1.610642e-03
  4.329849e+00    3.196028e-03   1.581724e-03
  4.339590e+00    1.190287e-02   3.048254e-03
  4.349331e+00    6.172420e-03   2.192057e-03
  4.359072e+00    2.418699e-03   1.370281e-03
  4.368813e+00    1.251431e-02   3.112471e-03
  4.378553e+00    1.790081e-02   3.717454e-03
  4.388294e+00    3.523274e-03   1.646984e-03
  4.398035e+00    3.834148e-03   1.715673e-03
  4.407776e+00    4.309854e-03   1.816511e-03
  4.417517e+00    1.235747e-02   3.071735e-03
  4.427258e+00    2.237566e-03   1.305342e-03
  4.436999e+00    3.987313e-03   1.740039e-03
  4.446740e+00    7.827746e-03   2.434825e-03
  4.456481e+00    4.546343e-03   1.853055e-03
  4.466222e+00    3.972067e-03   1.729715e-03
  4.475963e+00    2.168101e-03   1.276270e-03
  4.485704e+00    6.523165e-03   2.210657e-03
  4.495445e+00    2.116340e-02   3.976671e-03
  4.505186e+00    7.755738e-03   2.404172e-03
  4.514927e+00    6.591018e-03   2.213332e-03
  4.524668e+00    1.413049e-02   3.236501e-03
  4.534409e+00    8.968527e-03   2.575098e-03
  4.544149e+00    4.831316e-03   1.887487e-03
  4.553890e+00    3.261695e-03   1.548864e-03
  4.563631e+00    8.464374e-03   2.491797e-03
  4.573372e+00    6.869961e-03   2.241969e-03
  4.583113e+00    5.180942e-03   1.944469e-03
  4.592854e+00    1.576180e-04   3.387129e-04
  4.602595e+00    3.834918e-03   1.668561e-03
  4.612336e+00    4.358639e-03   1.776554e-03
  4.622077e+00    3.155344e-03   1.509631e-03
  4.631818e+00    8.277462e-03   2.441966e-03
  4.641559e+00    8.211420e-03   2.429063e-03
  4.651300e+00    5.084568e-03   1.909058e-03
  4.661041e+00    7.634873e-03   2.336304e-03
  4.670782e+00    4.727798e-03   1.836170e-03
  4.680523e+00    2.928364e-03   1.443280e-03
  4.690264e+00    7.972277e-03   2.378286e-03
  4.700005e+00    2.622449e-03   1.362413e-03
  4.709746e+00    1.603035e-03   1.063770e-03
  4.719486e+00    6.537914e-03   2.145717e-03
  4.729227e+00    8.304833e-03   2.415312e-03
  4.738968e+00    8.749120e-03   2.475956e-03
  4.748709e+00    1.411008e-02   3.140438e-03
  4.758450e+00    8.698286e-03   2.462703e-03
  4.768191e+00    8.277777e-03   2.399447e-03
  4.777932e+00    1.225986e-02   2.916464e-03
  4.787673e+00    1.006859e-02   2.639807e-03
  4.797414e+00    9.368769e-03   2.543244e-03
  4.807155e+00    5.800458e-03   1.998791e-03
  4.816896e+00    1.958275e-03   1.159881e-03
  4.826637e+00    1.483201e-02   3.188303e-03
  4.836378e+00    1.658378e-02   3.367250e-03
  4.846119e+00    9.571601e-03   2.555123e-03
  4.855860e+00    1.748542e-02   3.449223e-03
  4.865601e+00    9.395898e-03   2.525434e-03
  4.875342e+00    1.724976e-03   1.080796e-03
  4.885082e+00    2.761594e-03   1.365823e-03
  4.894823e+00    5.578715e-03   1.938918e-03
  4.904564e+00    1.690999e-02   3.371697e-03
  4.914305e+00    9.390753e-03   2.509680e-03
  4.924046e+00    6.483478e-04   6.586753e-04
  4.933787e+00    6.511451e-03   2.084750e-03
  4.943528e+00    1.682650e-02   3.347454e-03
  4.953269e+00    1.554334e-02   3.213520e-03
  4.963010e+00    5.898513e-03   1.977279e-03
  4.972751e+00    2.952976e-03   1.397344e-03
  4.982492e+00    2.164351e-03   1.197835e-03
  4.992233e+00    2.274815e-03   1.236672e-03
  5.001974e+00    9.115699e-03   2.484339e-03
  5.011715e+00    7.221251e-03   2.216349e-03
  5.021456e+00    4.345766e-03   1.722476e-03
  5.031197e+00    6.349182e-03   2.084963e-03
  5.040938e+00    5.508217e-03   1.944402e-03
  5.050678e+00    1.011490e-03   8.340726e-04
  5.060419e+00    3.410219e-03   1.532771e-03
  5.070160e+00    4.052452e-03   1.672154e-03
  5.079901e+00    4.224479e-03   1.708378e-03
  5.089642e+00    1.015773e-02   2.650584e-03
  5.099383e+00    8.105927e-03   2.369013e-03
  5.109124e+00    1.454530e-03   1.003958e-03
  5.118865e+00    3.683418e-03   1.598185e-03
  5.128606e+00    6.216357e-03   2.076912e-03
  5.138347e+00    5.572583e-03   1.966964e-03
  5.148088e+00    3.070200e-03   1.460337e-03
  5.157829e+00    3.496931e-03   1.558809e-03
